,university_name,professor_name,ave_if,num_of_pub,overall_impact,impact_level,Community Contribution
1454,Carnegie Mellon University,Douglas J Weber,9.105,2.0,31.632238999836577,2,Tier 4
1455,University of Pennsylvania,Robert Mauck,7.261818181818181,16.5,196.69379425185718,5,Tier 1
1456,University of Cambridge,Stuart Scott,11.818181818181818,1.1,24.103550465745037,2,Tier 4
1457,University of British Columbia,Cherylwellington,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1458,Shanghai Jiao Tong University,Hui Yu,5.018947368421052,19.0,142.73135961149384,5,Tier 1
1459,Carnegie Mellon University,Sossena Wood,3.25,0.4,1.7454772492837227,0,Tier 6
1460,University of Sydney,Alistair Mcewan,3.6813953488372104,4.3,21.92724300787022,2,Tier 4
1461,University of Cambridge,Mark E Welland,6.173333333333334,1.5,14.596237409101835,1,Tier 5
1462,University of California Berkeley,Lisa Pruitt,3.038461538461538,1.3,5.215074674493442,0,Tier 6
1463,Carnegie Mellon University,Carmel Majidi,9.302739726027395,7.3,118.60048036713555,4,Tier 2
1464,University of California San Francisco,Akinyemi Oni-orisan,5.887499999999999,2.4,22.01024576489343,2,Tier 4
1465,University of Pittsburgh,Laymon Charles,6.916071428571429,5.6,62.80762400587566,4,Tier 2
1466,Georgia Institute of Technology,Xiangyang Tang,4.1,1.0,5.834179956544293,0,Tier 6
1467,University of Pittsburgh,Collinger Jennifer,4.858695652173912,4.6,33.18237380495229,3,Tier 3
1468,University of California San Francisco,Ryan Hernandez,11.821428571428571,4.2,92.06334353285436,4,Tier 2
1469,University of Cambridge,Daniel Wolpert,7.183018867924529,5.3,62.32461847518178,4,Tier 2
1470,National University of Singapore,Li Jun,10.49765625,12.8,241.86632400108508,5,Tier 1
1471,Massachusetts Institute of Technology,Kelly A Metcalf Pate,3.1857142857142855,0.7,2.979247398627106,0,Tier 6
1472,Massachusetts Institute of Technology,Douglas A Lauffenburger,12.113609467455621,16.9,381.92550799128435,5,Tier 1
1473,University of Hong Kong,Wei-Ning Lee,3.4124999999999996,1.6,7.420972252165446,1,Tier 5
1474,Cornell University,Rebecca M Williams,6.466666666666668,1.2,12.374619104483996,1,Tier 5
1475,University of Tokyo,Naohiro Seo,8.011111111111113,0.9,12.129934438492365,1,Tier 5
1476,McGill University,Amine Kamen,5.152173913043478,6.9,53.55958874582077,3,Tier 3
1477,Georgia Institute of Technology,Younan Xia,10.99578947368421,19.0,380.44039263495097,5,Tier 1
1478,Duke University,Jessilyn Dunn,8.877500000000001,4.0,61.294759102959844,4,Tier 2
1479,Rice University,Caleb Bashor,33.525000000000006,0.8,64.53584043563393,4,Tier 2
1480,University of Pittsburgh,Schuman Joel,4.03030303030303,9.9,56.5336884143759,4,Tier 2
1481,Shanghai Jiao Tong University,Daniel M Czajkowsky,6.070212765957447,4.7,44.781924156535084,3,Tier 3
1482,University of Pittsburgh,Gronenborn Angela,6.745348837209303,8.6,93.48759101151055,4,Tier 2
1483,Northwestern University,Evan Scott,8.885185185185186,5.4,82.83747729901029,4,Tier 2
1484,Rice University,Mingjie Dai,12.1,0.1,2.256740967518819,0,Tier 6
1485,University of Michigan,Karl Jepsen,5.246511627906977,4.3,34.14339915601112,3,Tier 3
1486,University of Michigan,Margaret Westfall,4.536363636363636,1.1,7.282449986887483,0,Tier 6
1487,Shanghai Jiao Tong University,Yi Shen,5.891666666666666,19.2,176.23774950584675,5,Tier 1
1488,University of Toronto,Paul Yoo,2.9333333333333336,2.1,8.061596676730119,1,Tier 5
1489,Massachusetts Institute of Technology,Michael B Yaffe,10.953684210526317,9.5,189.31013955072336,5,Tier 1
1490,University of British Columbia,Timkieffer,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1491,University of California Los Angeles,Kalyanam Shivkumar,6.420138888888889,14.4,147.16109861374147,5,Tier 1
1492,University of California San Diego,Padmini Rangamani,6.354878048780489,8.2,82.73663971143247,4,Tier 2
1493,Georgia Institute of Technology,Jun Ueda,3.2999999999999994,0.4,1.7791084245170894,0,Tier 6
1494,University of Washington,Joan Sanders,1.9297872340425533,4.7,10.690170805573619,1,Tier 5
1495,Shanghai Jiao Tong University,Feng Shen,5.5031914893617015,18.8,158.4623638800405,5,Tier 1
1496,University of California San Diego,Robert Signer,14.818749999999998,1.6,46.51943665247937,3,Tier 3
1497,University of Michigan,Jacqueline Jeruss,5.656521739130435,4.6,40.12773597753814,3,Tier 3
1498,Imperial College London,James Choi,6.731818181818183,2.2,23.855479640381677,2,Tier 4
1499,Nanyang Technological University,Gunawan Poernomo,4.35,0.4,2.5128789163747225,0,Tier 6
1500,University of California Berkeley,Gerard Marriott,6.7250000000000005,1.2,12.99560812253574,1,Tier 5
1501,University of Tokyo,Ryo Miyake,4.51,1.0,6.572349913887015,0,Tier 6
1502,Imperial College London,Molly Stevens,11.225252525252525,19.8,406.82753563628063,5,Tier 1
1503,Georgia Institute of Technology,Martha Grover,8.764705882352942,3.4,51.27440162553494,3,Tier 3
1504,University of British Columbia,Calvinkuo,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1505,Georgia Institute of Technology,Jennifer Rieser,6.2666666666666675,0.9,8.923562147824931,1,Tier 5
1506,University of Pittsburgh,Benam Kambez,10.19090909090909,1.1,20.0289805335221,2,Tier 4
1507,University of Pennsylvania,Katherine E Reuther,4.137499999999999,0.8,4.720766236033605,0,Tier 6
1508,University of California Berkeley,Aaron Streets,9.504545454545456,2.2,36.71443682581297,3,Tier 3
1509,Johns Hopkins University,Henry Halperin,7.392727272727272,5.5,67.04533197139314,4,Tier 2
1510,University of Cambridge,Sebastian Pattinson,9.225,0.4,6.430843782497906,0,Tier 6
1511,Carnegie Mellon University,Zakia Hammal,4.1899999999999995,2.0,11.989402060877635,1,Tier 5
1512,University of British Columbia,Brianchoi,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1513,Stanford University,Paul Nuyujukian,15.937500000000002,1.6,50.95012218972596,3,Tier 3
1514,University of British Columbia,Josefpenninger,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1515,University of California San Francisco,Sanjay Kumar,9.223333333333333,3.0,48.22043626415333,3,Tier 3
1516,Stanford University,Michael Fischbach,22.473684210526315,5.7,278.91232006178205,5,Tier 1
1517,University of Michigan,Vikas Gulani,5.046153846153846,2.6,19.664094688570156,2,Tier 4
1518,ETH Zurich,Kozerke Sebastian,5.05679012345679,16.2,122.84533695891572,5,Tier 1
1519,University of British Columbia,Bemabraham,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1520,University of Washington,Ayokunle Olanrewaju,10.139999999999999,1.0,18.094535700707823,2,Tier 4
1521,University of Pennsylvania,Kenneth R Foster,1.869230769230769,1.3,2.8413321399890337,0,Tier 6
1522,University of California San Diego,Jiang Du,3.5644808743169403,18.3,89.62856655249922,4,Tier 2
1523,Imperial College London,Kim Parker,5.721276595744681,4.7,41.58761724894221,3,Tier 3
1524,Nanyang Technological University,Mary B Chan-Park,7.8613333333333335,7.5,98.72599688497284,4,Tier 2
1525,University of Cambridge,Luigi Occhipinti,8.37857142857143,2.8,39.91356335083519,3,Tier 3
1526,University of Toronto,Dinesh Kumbhare,3.767289719626168,10.7,56.15908888590515,4,Tier 2
1527,Duke University,Fan Yuan,5.123529411764705,3.4,26.208397020248356,2,Tier 4
1528,Georgia Institute of Technology,T Nichols,7.567500000000001,8.0,100.41082237940797,4,Tier 2
1529,Massachusetts Institute of Technology,Jongyoon Han,8.01559633027523,10.9,147.0098028454409,5,Tier 1
1530,University of Pittsburgh,Wipf Peter,4.3741176470588226,17.0,107.53801011663616,4,Tier 2
1531,University College London,Brenda Parker,5.566666666666666,0.6,5.130329641277718,0,Tier 6
1532,University of California San Diego,James Perry,8.566666666666668,5.1,74.74549319680276,4,Tier 2
1533,Duke University,Sonia Bansal,5.966666666666666,2.4,22.380818332798572,2,Tier 4
1534,University of California San Francisco,Arun Wiita,10.594230769230771,5.2,99.38941389681314,4,Tier 2
1535,University of Pittsburgh,Taylor D Lansing,5.842857142857143,4.2,38.15319176444241,3,Tier 3
1536,University of Michigan,Xueding Wang,5.003448275862069,11.6,86.80500319424978,4,Tier 2
1537,University of British Columbia,Muchiao,8.1,0.5,6.832447101062741,0,Tier 6
1538,University of British Columbia,Alibashashati,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1539,University of Pittsburgh,Chan Kevin,3.784375,3.2,16.890506938749223,1,Tier 5
1540,University of Toronto,Michael Sefton,8.41818181818182,4.4,63.092182863984796,4,Tier 2
1541,University of California Los Angeles,Irene Chen,11.541463414634148,4.1,87.2187696001112,4,Tier 2
1542,Columbia University,Kaveri Thakoor,4.871428571428572,0.7,5.066038240969354,0,Tier 6
1543,Rice University,Matthew Wettergreen,2.5,0.3,0.9430750722622016,0,Tier 6
1544,University of California San Diego,Kun Zhang,13.969841269841272,6.3,170.14919114044736,5,Tier 1
1545,University of Pennsylvania,David Issadore,7.668965517241379,5.8,74.01998194517743,4,Tier 2
1546,Shanghai Jiao Tong University,Tuan Liu,5.133333333333334,0.3,2.318038193295621,0,Tier 6
1547,University of Pittsburgh,Maiti Spandan,3.8714285714285728,2.8,15.20537358520167,1,Tier 5
1548,University of California Los Angeles,Song Li,10.129473684210526,9.5,171.67505923681625,5,Tier 1
1549,University of Pittsburgh,Kim Kang,7.440425531914895,4.7,57.755729792427914,4,Tier 2
1550,University of Toronto,Alex Mihailidis,3.5203125,6.4,30.860751404745606,2,Tier 4
1551,University of California Los Angeles,Alex Bui,5.6161290322580655,6.2,53.60286911517139,3,Tier 3
1552,University of Sydney,Daniele Vigolo,4.499999999999999,0.6,3.9324833508293184,0,Tier 6
1553,University of Michigan,Omer Berenfeld,6.688888888888889,3.6,38.72531668978804,3,Tier 3
1554,University College London,Paul Dalby,5.165384615384615,5.2,40.49316046614708,3,Tier 3
1555,Duke University,Eric S Richardson,3.4,0.1,0.461688063363795,0,Tier 6
1556,University of California Los Angeles,Jun Chen,11.179831932773109,11.9,243.27140025444706,5,Tier 1
1557,Northwestern University,Zhe Ji,11.923529411764704,1.7,37.66647297650556,3,Tier 3
1558,University of California Los Angeles,Jeffrey Hsu,5.1872727272727275,5.5,43.05628371791308,3,Tier 3
1559,Cornell University,Peter Doerschuk,14.155555555555557,0.9,24.711616620467108,2,Tier 4
1560,Rice University,Michael Diehl,6.493333333333334,1.5,15.54804830850457,1,Tier 5
1561,Georgia Institute of Technology,Saad Bhamla,5.548837209302325,4.3,36.620218838696644,3,Tier 3
1562,University of British Columbia,Janehill,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1563,Carnegie Mellon University,Axel Moore,7.7,0.6,7.695992873085188,1,Tier 5
1564,University of Sydney,Marcela Bilek,8.11063829787234,4.7,64.33045905283619,4,Tier 2
1565,University of Pittsburgh,Capogrosso Marco,16.438095238095237,2.1,69.50781877388245,4,Tier 2
1566,Shanghai Jiao Tong University,Dahong Qian,5.1000000000000005,2.9,22.225969703578325,2,Tier 4
1567,University of British Columbia,Sabrinaleslie,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1568,Carnegie Mellon University,Marcel Just,4.632000000000001,2.5,16.988330330819924,1,Tier 5
1569,University of Michigan,Kenneth Kozloff,5.941304347826088,4.6,42.66876586709256,3,Tier 3
1570,Rice University,Jeffrey Tabor,8.44375,3.2,46.05949651265203,3,Tier 3
1571,University of Pittsburgh,Pinsky Michael,6.215094339622643,10.6,104.01968201263256,4,Tier 2
1572,Columbia University,Christine P Hendon,3.187878787878788,3.3,14.05695290447908,1,Tier 5
1573,University of Toronto,José Zariffa,2.922222222222222,5.4,20.631713986767604,2,Tier 4
1574,University of Pittsburgh,Modo Michel,5.452500000000001,4.0,33.32764174153417,3,Tier 3
1575,University of Pittsburgh,Badylak Stephen,6.440689655172414,14.5,148.77620233217587,5,Tier 1
1576,Georgia Institute of Technology,Cheng Zhu,9.398591549295775,7.1,116.83872763253515,4,Tier 2
1577,University College London,Michael Hoare,4.8,0.2,1.4209589846251878,0,Tier 6
1578,University of British Columbia,Manumadhav,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1579,University of Sydney,Orsolya Kekesi,4.285714285714286,0.7,4.316453417128877,0,Tier 6
1580,Northwestern University,Wendy Murray,2.629166666666667,2.4,8.034963136817893,1,Tier 5
1581,National University of Singapore,Kim Sangho,4.948648648648648,3.7,27.309264222795647,2,Tier 4
1582,Columbia University,Kam W Leong,11.29102564102564,15.6,322.88014561649925,5,Tier 1
1583,Columbia University,Qi Wang,6.527586206896553,8.7,90.77369681133312,4,Tier 2
1584,University of Pittsburgh,Lund Laura,8.775,0.4,6.041139963491318,0,Tier 6
1585,Columbia University,Sunil K Agrawal,3.214705882352941,3.4,14.63542953896064,1,Tier 5
1586,Johns Hopkins University,Michael Miller,5.085915492957745,14.2,108.45504753087357,4,Tier 2
1587,University of British Columbia,Lyndiawu,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1588,University of California San Diego,Itay Budin,4.949999999999998,1.4,10.336762414647831,1,Tier 5
1589,University of Pennsylvania,Jennifer E Phillips-Cremins,19.03333333333333,3.6,143.11859617914578,5,Tier 1
1590,Duke University,Timothy Dunn,6.486666666666666,1.5,15.528097009210374,1,Tier 5
1591,University of Michigan,Brendon Baker,8.966666666666667,4.8,74.47834524927305,4,Tier 2
1592,University of California San Francisco,Christoph Schreiner,4.06,2.5,14.40779599882511,1,Tier 5
1593,Carnegie Mellon University,Alison Barth,9.418181818181816,3.3,54.446852357023076,3,Tier 3
1594,Georgia Institute of Technology,Eva Dyer,7.128571428571428,2.1,24.460899694434314,2,Tier 4
1595,Massachusetts Institute of Technology,Alan Jasanoff,13.21219512195122,4.1,103.27675417969346,4,Tier 2
1596,University of Toronto,Eric Diller,6.722222222222222,0.9,9.741673975626343,1,Tier 5
1597,Johns Hopkins University,Alain Labrique,5.067857142857143,16.8,127.74377231552617,5,Tier 1
1598,University of Pittsburgh,Mallampalli Rama,6.644444444444445,8.1,86.40887722604494,4,Tier 2
1599,University of British Columbia,Nancyford,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1600,Johns Hopkins University,Jamie Spangler,9.685714285714287,4.9,83.7260586088565,4,Tier 2
1601,University of Pittsburgh,Bell Kevin,2.9903225806451617,3.1,12.190155461356488,1,Tier 5
1602,Georgia Institute of Technology,David Hu,5.072093023255815,4.3,32.73048706133815,2,Tier 4
1603,Stanford University,Fan Yang,10.785714285714288,12.6,246.28144022847238,5,Tier 1
1604,University of Pittsburgh,Smithgall Thomas,5.702222222222222,4.5,39.65223639084673,3,Tier 3
1605,Duke University,Nimmi Ramanujam,4.358620689655173,2.9,18.26351404567486,2,Tier 4
1606,Duke University,Daniel Reker,28.007142857142863,1.4,90.20155904438236,4,Tier 2
1607,Imperial College London,Claire Stanley,7.909999999999999,1.0,13.26540776752224,1,Tier 5
1608,University of Michigan,Geeta Mehta,5.526470588235294,3.4,28.809700659309748,2,Tier 4
1609,Johns Hopkins University,Scott Wilson,14.538461538461538,1.3,36.90552749590668,3,Tier 3
1610,University of Tokyo,Horacio Cabral,9.206086956521736,11.5,184.41306298605807,5,Tier 1
1611,Johns Hopkins University,Aleksander Popel,5.172727272727272,11.0,85.81084166265144,4,Tier 2
1612,Johns Hopkins University,Sashank Reddy,8.002222222222223,4.5,60.565565038542914,4,Tier 2
1613,Johns Hopkins University,Steven Salzberg,12.309999999999999,11.0,253.63854391070925,5,Tier 1
1614,Georgia Institute of Technology,Ankur Singh,14.54090909090909,2.2,62.468651340684914,4,Tier 2
1615,University of Sydney,Antonio Tricoli,8.925925925925927,2.7,41.65626832830451,3,Tier 3
1616,University of California San Diego,Vira Kravets,5.2,0.1,0.7852431915614512,0,Tier 6
1617,University of Cambridge,Glenn Vinnicombe,17.25,0.4,14.06197642782709,1,Tier 5
1618,Duke University,Lingchong You,12.069135802469136,8.1,182.21336832833575,5,Tier 1
1619,Imperial College London,Richard I Kitney,7.7666666666666675,0.9,11.66905917828906,1,Tier 5
1620,Massachusetts Institute of Technology,Linda G Griffith,8.413432835820894,6.7,96.00444533969858,4,Tier 2
1621,Shanghai Jiao Tong University,Yao Chen,7.559375,19.2,240.6625927750749,5,Tier 1
1622,University of Pittsburgh,Gerlach Jörg,4.854838709677419,3.1,22.33984736201965,2,Tier 4
1623,Johns Hopkins University,Leyla Isik,7.036363636363637,1.1,12.606021095654983,1,Tier 5
1624,University of British Columbia,Johnmadden,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1625,University of British Columbia,Annablakney,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1626,Rice University,Rebecca Richards-kortum,4.81203007518797,13.3,94.78989828353245,4,Tier 2
1627,Columbia University,Clark T Hung,4.450000000000001,5.4,34.90147436714202,3,Tier 3
1628,Johns Hopkins University,Elana Fertig,9.68740740740741,13.5,230.72424002855857,5,Tier 1
1629,University of Pennsylvania,Russell J Composto,5.219047619047619,4.2,33.131291431431244,3,Tier 3
1630,Shanghai Jiao Tong University,Xiaohong Sui,4.057142857142858,1.4,8.061268947333978,1,Tier 5
1631,University of Michigan,Albert Shih,2.4807017543859646,5.7,17.74569642997781,2,Tier 4
1632,Cornell University,Suélia De Siqueira Rodrigues Fleury Rosa,9.35,0.2,3.269975579019907,0,Tier 6
1633,University of California San Diego,Elizabeth Villa,12.316666666666668,3.6,83.06517526993059,4,Tier 2
1634,Shanghai Jiao Tong University,Yifei Yao,5.114285714285715,2.8,21.53472175052323,2,Tier 4
1635,Carnegie Mellon University,Dennis Trumble,3.15,0.4,1.678603729024419,0,Tier 6
1636,University of California Los Angeles,Yang Yang,12.074576271186439,17.7,398.39432214587885,5,Tier 1
1637,University of Michigan,Zhen Xu,3.8266666666666667,7.5,40.14089533080701,3,Tier 3
1638,University of California San Francisco,Kyle Cromer,10.557142857142859,0.7,13.320822396493684,1,Tier 5
1639,Imperial College London,Darryl Overby,4.185185185185186,5.4,32.324893967622344,2,Tier 4
1640,University of Pittsburgh,Sadagopan Srivatsun,4.333333333333333,1.2,7.502549475049412,1,Tier 5
1641,Duke University,David F Katz,6.086363636363637,2.2,21.031490445194557,2,Tier 4
1642,Johns Hopkins University,Elias Zerhouni,45.5,0.1,11.817190749133472,1,Tier 5
1643,University of California San Diego,Todd Coleman,4.95625,3.2,23.664181310441162,2,Tier 4
1644,Columbia University,Santiago Correa,6.1,0.1,0.9586548941103376,0,Tier 6
1645,University of Pennsylvania,Rebecca G Wells,8.260606060606062,6.6,92.42912145708385,4,Tier 2
1646,University of California San Diego,Gurol Suel,21.331578947368417,1.9,87.1028478157831,4,Tier 2
1647,Stanford University,Possu Huang,14.962962962962964,2.7,79.4576589497875,4,Tier 2
1648,University of Pittsburgh,Pu Jiantao,4.107692307692307,5.2,30.408900988132572,2,Tier 4
1649,University of California San Diego,Drew Hall,6.2481481481481485,2.7,26.67183600601415,2,Tier 4
1650,Georgia Institute of Technology,Ahmet Coskun,8.345454545454546,2.2,31.205789590521267,2,Tier 4
1651,University of Pittsburgh,Ebrahimkhani Mo,13.84,1.5,40.04159528135679,3,Tier 3
1652,Carnegie Mellon University,Kathryn A Whitehead,12.055263157894736,3.8,85.3600116257537,4,Tier 2
1653,Tsinghua University,Liao Hongen,4.428169014084506,7.1,45.607743396894776,3,Tier 3
1654,University of Michigan,Jonathan Fay,1.9000000000000001,0.4,0.8922817133174542,0,Tier 6
1655,University of California Los Angeles,Jason Moore,9.793617021276594,4.7,81.4285598929246,4,Tier 2
1656,Northwestern University,Neha Kamat,8.134615384615383,2.6,35.71861639831654,3,Tier 3
1657,Johns Hopkins University,Artin Shoukas,1.2,0.1,0.12559621672705265,0,Tier 6
1658,Carnegie Mellon University,Shawn K Kelly,8.3,0.2,2.817588792480933,0,Tier 6
1659,University of Pittsburgh,Velikokhatnyi Oleg,3.8,0.1,0.5305538810319672,0,Tier 6
1660,Johns Hopkins University,Reza Shadmehr,5.984615384615385,5.2,48.674180635438425,3,Tier 3
1661,University of Pittsburgh,Yun Minhee,7.366666666666666,0.6,7.281821420608248,0,Tier 6
1662,Duke University,Bastiaan Driehuys,4.342857142857143,4.9,30.719596680787127,2,Tier 4
1663,Tsinghua University,Zhao Xihai,3.562745098039216,15.3,74.88974810673763,4,Tier 2
1664,National University of Singapore,Raymond Najjar,6.364705882352941,5.1,51.55764838163753,3,Tier 3
1665,University of California Los Angeles,Jingwen Yao,4.783783783783783,3.7,26.17677571479078,2,Tier 4
1666,Imperial College London,Parastoo Hashemi,5.180952380952381,2.1,16.41463747296408,1,Tier 5
1667,University of Toronto,Jan Andrysek,1.4121212121212119,3.3,5.079885353128005,0,Tier 6
1668,Johns Hopkins University,Alexis Battle,17.403571428571432,5.6,199.06091777143206,5,Tier 1
1669,University of British Columbia,Petercripton,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1670,Duke University,Marc A Sommer,3.6285714285714286,2.8,14.022570336928084,1,Tier 5
1671,Shanghai Jiao Tong University,Hao He,6.544927536231885,6.9,72.23208380331492,4,Tier 2
1672,University of California Los Angeles,Jaimie Stewart,11.65,0.4,8.609291208350397,1,Tier 5
1673,Imperial College London,Spyros Masouros,3.890625,3.2,17.485344557063417,2,Tier 4
1674,University of California Los Angeles,Cun Y Wang,28.02,0.5,32.233329522869795,2,Tier 4
1675,University of Tokyo,Satoru Nagatoishi,5.3969696969696965,9.9,81.43716922531836,4,Tier 2
1676,University of Michigan,Claudia Loebel,10.46875,1.6,30.129263703662794,2,Tier 4
1677,Carnegie Mellon University,Tai Sing Lee,4.7,1.3,8.996336153204236,1,Tier 5
1678,Shanghai Jiao Tong University,Jun Fang,5.362068965517241,5.8,47.325312227623066,3,Tier 3
1679,Johns Hopkins University,Denis Wirtz,9.737999999999998,10.0,172.02327547627755,5,Tier 1
1680,Harvard University,Jia Liu,13.297142857142857,7.0,177.74441288902364,5,Tier 1
1681,Peking University,Jing-wei Xiong,7.494736842105263,3.8,47.12258234822209,3,Tier 3
1682,Johns Hopkins University,Sridevi Sarma,5.057692307692307,5.2,39.440630565780324,3,Tier 3
1683,University of British Columbia,Agnes D’entremont,3.227272727272727,1.1,4.758140589211955,0,Tier 6
1684,Duke University,Josh Huang,20.866666666666664,1.8,80.2765783604083,4,Tier 2
1685,Georgia Institute of Technology,Pamela Bhatti,2.65,1.2,4.057313709783835,0,Tier 6
1686,University of California San Diego,Kiana Aran,10.4875,0.8,15.098366186954454,1,Tier 5
1687,Duke University,Roger C Barr,4.1,0.1,0.5834179956544293,0,Tier 6
1688,University of California Berkeley,Jay Keasling,8.864285714285714,19.6,299.78559010318565,5,Tier 1
1689,University of California Los Angeles,Louis Bouchard,7.55,0.2,2.5030163426220025,0,Tier 6
1690,McGill University,Jasmin Coulombe-huntington,23.314285714285713,0.7,35.86127142907238,3,Tier 3
1691,University of California San Francisco,Seth Shipman,12.441176470588236,1.7,39.72150859118328,3,Tier 3
1692,University of Pittsburgh,Brienza David,3.2678571428571432,2.8,12.302315476875291,1,Tier 5
1693,Johns Hopkins University,Patrick Kanold,5.6499999999999995,4.0,34.8434019640122,3,Tier 3
1694,University of California Los Angeles,Junyoung Park,13.591666666666667,2.4,62.632844444576115,4,Tier 2
1695,University of Toronto,Christopher Bouwmeester,3.0749999999999997,0.4,1.628794864930859,0,Tier 6
1696,University of California San Francisco,Tamara Alliston,5.485999999999999,5.0,41.97974134882996,3,Tier 3
1697,Georgia Institute of Technology,Pamela Peralta-yahya,7.095238095238094,2.1,24.318008830662503,2,Tier 4
1698,University of California San Francisco,Tejal Desai,10.095192307692308,10.4,187.14429173531562,5,Tier 1
1699,University of California Los Angeles,Linda Demer,5.5718749999999995,3.2,27.393762387659503,2,Tier 4
1700,University of California San Francisco,Matt Jacobson,50.5,0.1,13.462143717970447,1,Tier 5
1701,Shanghai Jiao Tong University,Jun Zhao,7.47680412371134,19.4,239.85387210822296,5,Tier 1
1702,Imperial College London,Claire Higgins,5.640000000000001,2.0,17.383165926880903,2,Tier 4
1703,University of California San Diego,Shanglei Liu,2.1928571428571426,1.4,3.735863162080039,0,Tier 6
1704,University of Toronto,Milica Radisic,10.463809523809521,10.5,197.60666146246533,5,Tier 1
1705,Massachusetts Institute of Technology,Scott Manalis,14.694827586206898,5.8,166.87205420251047,5,Tier 1
1706,Georgia Institute of Technology,Muhannad Bakir,4.24,0.5,3.042126891030418,0,Tier 6
1707,Georgia Institute of Technology,Woon-Hong Yeo,6.9084337349397575,8.3,92.96138546429921,4,Tier 2
1708,University of California San Francisco,Andrej Sali,9.658156028368795,14.1,240.06944261579363,5,Tier 1
1709,University of Pennsylvania,David Eckmann,5.043478260869565,4.6,34.767264628157285,3,Tier 3
1710,Johns Hopkins University,E. Laurent Younes,5.5,0.9,7.580465426181746,1,Tier 5
1711,University of British Columbia,Nozomuyachie,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1712,Massachusetts Institute of Technology,Eric Alm,9.716363636363642,11.0,188.7002107141093,5,Tier 1
1713,University College London,Daniel Bracewell,4.447368421052632,5.7,36.81321444274929,3,Tier 3
1714,Rice University,Isaac Hilton,20.446666666666665,1.5,65.21828964550276,4,Tier 2
1715,University of Pittsburgh,Moalli Pamela,5.4256756756756745,7.4,61.27721335573538,4,Tier 2
1716,University of Toronto,Kevin Truong,3.6545454545454548,2.2,11.116405763829517,1,Tier 5
1717,University of Pittsburgh,Torres Gelsy,8.871978021978022,18.2,278.67432611465307,5,Tier 1
1718,Carnegie Mellon University,Eric Yttri,9.284615384615385,1.3,21.06920988884189,2,Tier 4
1719,University of Pittsburgh,Kim Tae,7.851162790697675,4.3,56.511382694727274,4,Tier 2
1720,University of Pennsylvania,Konrad P Kording,8.563636363636364,5.5,80.57224442376568,4,Tier 2
1721,Shanghai Jiao Tong University,Yao Wang,6.7413612565445025,19.1,207.47600081836893,5,Tier 1
1722,University of California San Diego,Ratneshwar Lal,9.5,0.1,1.6678404656440469,0,Tier 6
1723,University of Pittsburgh,Osmanbeyoglu Hatice,11.254545454545452,2.2,45.35055749634071,3,Tier 3
1724,University of California Los Angeles,Jennifer Long,3.0513513513513515,3.7,14.921655063156553,1,Tier 5
1725,Georgia Institute of Technology,Shihao Yang,4.569999999999999,1.0,6.681827354037954,0,Tier 6
1726,Columbia University,Stephen Tsang,4.823626373626373,18.2,130.1033455168325,5,Tier 1
1727,University of British Columbia,Fredamiller,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1728,Tsinghua University,Du Yanan,8.653409090909092,8.8,130.60707896822518,5,Tier 1
1729,McGill University,Yu Xia,10.861764705882354,3.4,67.04314907692132,4,Tier 2
1730,University of British Columbia,Carolinatropini,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1731,Stanford University,Zev Bryant,16.73809523809524,2.1,71.09709205733154,4,Tier 2
1732,University of California Berkeley,Iain Clark,14.40625,1.6,44.90644404987212,3,Tier 3
1733,University of California San Francisco,Tony Capra,13.824999999999998,1.2,31.98988442331468,2,Tier 4
1734,University of California San Francisco,Carl C Peck,29.6,0.5,34.5211013742807,3,Tier 3
1735,Georgia Institute of Technology,Patrick Mcgrath,9.182142857142859,2.8,44.754642050004094,3,Tier 3
1736,University of California San Diego,Karen Christman,9.3125,5.6,91.10052593159209,4,Tier 2
1737,University of California Los Angeles,Sotiris Masmanidis,7.999999999999999,2.6,34.98129087455452,3,Tier 3
1738,Cornell University,Jason A Spector,3.9033333333333333,6.0,32.91893685247048,2,Tier 4
1739,University of Pittsburgh,Kokai Lauren,4.03225806451613,3.1,17.713202713019992,2,Tier 4
1740,University of Pittsburgh,Viator John,4.223076923076922,1.3,7.870088072526487,1,Tier 5
1741,Shanghai Jiao Tong University,Yue Zhou,5.217391304347826,18.4,145.08903278300536,5,Tier 1
1742,University College London,Suzanne Farid,3.6297297297297293,3.7,18.53721917369011,2,Tier 4
